what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379862827882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379862830609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379862836175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863051500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379863054769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863056632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863057924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863058912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863076890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863081087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863114432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863116097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863121721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379863122884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379863123599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863127101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863214176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379863222574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863230374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863257144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379863265440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863268809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863619398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863627747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863628291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863629632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863633191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863635738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863684619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863688429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863688921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379863690273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379864823338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379864845373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379864862950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379864865728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379864888087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379864896437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379865825624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379865846148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379865864950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379865872392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866302122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1379866320536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1379866323175
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1379866327251
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1379866327545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379866328223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379866330673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866334353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866345689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866351828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866353517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866354430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866368527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866372170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866383049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1379866385778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866387469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866390253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866393258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379866500134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379866551705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1379866573537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1379866575682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379866578772
