what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506577292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506577587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506578336
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1376506578717
error,log,,,"Unable to validate connection settings.",1376506585318
error,log,,,"Unable to validate connection settings.",1376506585319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506585372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506589438
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1376506593905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506594007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506625174
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1376506625690
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1376506625696
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [3-1.6]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1376506626752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506647648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506649077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506649714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506650383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506651610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506652066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506653065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506655049
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1376506663459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376506664872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376506667968
